text,congress,chamber,date,,,,
Supporting the goals of National Dairy Month,One-Hundred and Eleventh Congress,House,6/14/2010,,,,
"Expressing support for designation of June 20, 2010, as merican Eagle Day and celebrating the recovery and restoration of the bald eagle, the national symbol of the United States",One-Hundred and Eleventh Congress,House,6/14/2010,,,,
To amend the effective date of the gift card provisions of the Credit Card Accountability Responsibility and Disclosure Act of 2009,One-Hundred and Eleventh Congress,House,6/14/2010,,,,
Honoring Dr. Larry Case on his retirement as National FFA Advisor,One-Hundred and Eleventh Congress,House,6/15/2010,,,,
"Recognizing the immeasurable contributions of fathers in the healthy development of children, supporting responsible fatherhood, and encouraging greater involvement of fathers in the lives of their children, especially on Father Day",One-Hundred and Eleventh Congress,House,6/15/2010,,,,
Honoring the NAACP on its 101st anniversary,One-Hundred and Eleventh Congress,House,6/16/2010,,,,
"Congratulating Urban Prep Charter Academy for Young Men - Englewood Campus, the Nation first all-male charter high school, for achieving a 100 percent college acceptance rate for all 107 members of its first graduating class of 2010",One-Hundred and Eleventh Congress,House,6/16/2010,,,,
Celebrating the symbol of the United States flag and supporting the goals and ideals of Flag Day,One-Hundred and Eleventh Congress,House,6/17/2010,,,,
On agreeing to the Ammendment HR5297,One-Hundred and Eleventh Congress,House,6/17/2010,,,,
On agreeing to the Ammendment HR5297,One-Hundred and Eleventh Congress,House,6/17/2010,,,,
Supporting National Men Health Week,One-Hundred and Eleventh Congress,House,6/22/2010,,,,
"Recognizing the historical significance of Juneteenth Independence Day, and expressing the sense of the House of Representatives that history should be regarded as a means for understanding the past and more effectively facing the challenges of the future",One-Hundred and Eleventh Congress,House,6/22/2010,,,,
To require the Secretary of the Treasury to make a certification when making purchases under the Small Business Lending Fund Program,One-Hundred and Eleventh Congress,House,6/23/2010,,,,
Recognizing the significance of National Caribbean-American Heritage Month,One-Hundred and Eleventh Congress,House,6/23/2010,,,,
Supporting the goals and ideals of National Hurricane Preparedness Week,One-Hundred and Eleventh Congress,House,6/23/2010,,,,
Recognizing the important role that fathers play in the lives of their children and families and supporting the goals and ideals of designating 2010 as the Year of the Father,One-Hundred and Eleventh Congress,House,6/24/2010,,,,
Recognizing the work and importance of special education teachers,One-Hundred and Eleventh Congress,House,6/30/2010,,,,
"To designate the facility of the United States Postal Service located at 151 North Maitland Avenue in Maitland, Florida, as the aula Hawkins Post Office Building,One-Hundred and Eleventh Congress,House,6/30/2010
Recognizing the residents of the City of Tracy", California, on the occasion of the 100th anniversary of the city incorporation, for their century of dedicated service to the United States",One-Hundred and Eleventh Congress,House,6/30/2010,
"To name the Department of Veterans Affairs community-based outpatient clinic in Artesia, New Mexico, as the lejandro Renteria Ruiz Department of Veterans Affairs Clinic,One-Hundred and Eleventh Congress,House,6/30/2010
To enable State homes to furnish nursing home care to parents any of whose children died while serving in the Armed Forces,One-Hundred and Eleventh Congress,House,6/30/2010
Indian Pueblo Cultural Center Clarification Act,One-Hundred and Eleventh Congress,House,6/30/2010
Honoring the veterans of Helicopter Attack Light Squadron Three and their families,One-Hundred and Eleventh Congress,House,7/1/2010
Salmon Lake Land Selection Resolution Act,One-Hundred and Eleventh Congress,House,7/1/2010
Recognizing the important role pollinators play in supporting the ecosystem and supporting the goals and ideals of National Pollinator Week,One-Hundred and Eleventh Congress,House,7/1/2010
Congratulating the people of the 17 African nations that in 2010 are marking the 50th year of their national independence.,One-Hundred and Eleventh Congress,House,7/1/2010
Fort Pulaski National Monument Lease Authorization Act,One-Hundred and Eleventh Congress,House,7/13/2010
To amend the Hydrographic Services Improvement Act of 1998 to authorize funds to acquire hydrographic data and provide hydrographic services specific to the Arctic for safe navigation", delineating the United States extended continental shelf, and the monitoring and description of costal changes",One-Hundred and Eleventh Congress,House,7/14/2010,,
Improper Payments Elimination and Recovery Act,One-Hundred and Eleventh Congress,House,7/14/2010,,,,
On agreeing to the Ammendment HR5114,One-Hundred and Eleventh Congress,House,7/15/2010,,,,
"Expressing support for designation of the week of September 13, 2010, as National Adult Education and Family Literacy Week",One-Hundred and Eleventh Congress,House,7/19/2010,,,,
Expressing support for designation of September as National Child Awareness Month,One-Hundred and Eleventh Congress,House,7/19/2010,,,,
Surface Transportation Savings Act of 2010,One-Hundred and Eleventh Congress,House,7/20/2010,,,,
"Recognizing the 65th anniversary of the end of World War II, honoring the service members who fought in World War II and their families, and honoring the service members who are currently serving in combat operations",One-Hundred and Eleventh Congress,House,7/20/2010,,,,
"Supporting the goals and ideals of National Aerospace Week, and for other purposes",One-Hundred and Eleventh Congress,House,7/21/2010,,,,
"Honoring the service and commitment of the 111th Fighter Wing, Pennsylvania Air National Guard",One-Hundred and Eleventh Congress,House,7/21/2010,,,,
"To designate the facility of the United States Postal Service located at 100 Orndorf Drive in Brighton, Michigan, as the oyce Rogers Post Office Building,One-Hundred and Eleventh Congress,House,7/22/2010
Recognizing and honoring the 20th anniversary of the enactment of the Americans with Disabilities Act of 1990,One-Hundred and Eleventh Congress,House,7/26/2010
Recognizing and honoring the freight rail industry,One-Hundred and Eleventh Congress,House,7/27/2010
Northern Border Counternarcotics Strategy Act of 2010,One-Hundred and Eleventh Congress,House,7/27/2010
Honoring the educational significance of Dr. Jane Goodall work on this the 50th anniversary of the beginning of her work in Tanzania", Africa",One-Hundred and Eleventh Congress,House,7/28/2010,,,
Recognizing the 50th anniversary of the Student Nonviolent Coordinating Committee (SNCC) and the pioneering of college students whose determination and nonviolent resistance led to the desegregation of lunch counters and places of public accommodation over a 5-year period,One-Hundred and Eleventh Congress,House,7/30/2010,,,,
"To provide for the conveyance of a small parcel of National Forest System land in the Frances Marion National Forest in South Carolina, and for other purposes",One-Hundred and Eleventh Congress,House,7/30/2010,,,,
"Honoring the members of the Army National Guard and Air National Guard of the State of Oklahoma for their service and sacrifice on behalf of the United States since September 11, 2001",One-Hundred and Eleventh Congress,House,9/14/2010,,,,
Acknowledging and congratulating Miami Dade College on the occasion of its 50th anniversary of service to the students and residents of the State of Florida,One-Hundred and Eleventh Congress,House,9/14/2010,,,,
Captain Rhett W. Schiller Post Office,One-Hundred and Eleventh Congress,House,9/15/2010,,,,
Expressing support for designation of the last week of September as National Hereditary Breast and Ovarian Cancer Week and the last Wednesday of September as National Previvor Day,One-Hundred and Eleventh Congress,House,9/15/2010,,,,
Overseas Contractor Reform Act,One-Hundred and Eleventh Congress,House,9/15/2010,,,,
"Expressing the sense of the House of Representatives regarding the terrorist attacks launched against the United States on September 11, 2001",One-Hundred and Eleventh Congress,House,9/15/2010,,,,
"To designate the Federal building under construction at 1220 Echelon Parkway in Jackson, Mississippi, as the haney, Goodman, Schwerner Federal Building,One-Hundred and Eleventh Congress,House,9/16/2010
On agreeing to the Ammendment HR4785,One-Hundred and Eleventh Congress,House,9/16/2010
To require the Secretary of Veterans Affairs to include on the main page of the Internet website of the Department of Veterans Affairs a hyperlink to the VetSuccess Internet website and to publicize such Internet website,One-Hundred and Eleventh Congress,House,9/29/2010
To clarify", improve, and correct the laws relating to copyrights",One-Hundred and Eleventh Congress,House,11/15/2010,,
Recognizing the 50th anniversary of Ruby Bridges desegregating a previously all-White public elementary school,One-Hundred and Eleventh Congress,House,11/15/2010,,,,
Recognizing Gail Abarbanel and the Rape Treatment Center,One-Hundred and Eleventh Congress,House,11/16/2010,,,,
"Congratulates the town of Tarboro, North Carolina, on the occasion of its 250th anniversary",One-Hundred and Eleventh Congress,House,11/16/2010,,,,
Recognizing Brooklyn Botanic Garden on its 100th anniversary as the preeminent horticultural attraction in the borough of Brooklyn and its longstanding commitment to environmental stewardship and education for the city,One-Hundred and Eleventh Congress,House,11/16/2010,,,,
"To designate the facility of the United States Postal Service located at 2 Government Center in Fall River, Massachusetts, as the ergeant Robert Barrett Post Office Building,One-Hundred and Eleventh Congress,House,11/17/2010
To designate the facility of the United States Postal Service located at 655 Centre Street in Jamaica Plain", Massachusetts, as the ance Corporal Alexander Scott Arredondo, United States Marine Corps Post Office Building,One-Hundred and Eleventh Congress,House,11/29/2010,
Supporting the goals and ideals of a National Mesothelioma Awareness Day,One-Hundred and Eleventh Congress,House,11/29/2010,,,,
"Honoring and recognizing the exemplary service and sacrifice of the 60th Air Mobility Wing, the 349th Air Mobility Wing, the 15th Expeditionary Mobility Task Force, and the 615th Contingency Response Wing civilians and families serving at Travis Air Force Base, California",One-Hundred and Eleventh Congress,House,11/30/2010,,,,
Recognizing and honoring the National Guard on the occasion of its 374th anniversary,One-Hundred and Eleventh Congress,House,11/30/2010,,,,
"Supporting the goal of ensuring that all Holocaust survivors in the United States are able to live with dignity, comfort, and security in their remaining years",One-Hundred and Eleventh Congress,House,12/1/2010,,,,
Honoring Fort Drum soldiers of the 10th Mountain Division for their past and continuing contributions to the security of the United States,One-Hundred and Eleventh Congress,House,12/1/2010,,,,
"Commending the City of Jacksonville, Arkansas, for its outstanding support in creating a unique and lasting partnership with Little Rock Air Force Base, members of the Armed Forces stationed there and their families, and the Air Force",One-Hundred and Eleventh Congress,House,12/1/2010,,,,
Supporting the goals and ideals of National GEAR UP Day,One-Hundred and Eleventh Congress,House,12/2/2010,,,,
Expressing support for the designation of the month of October as National Work and Family Month,One-Hundred and Eleventh Congress,House,12/2/2010,,,,
Expressing the sense of the House of Representatives that a National Day of Recognition for Parents of Children with Special Needs should be established,One-Hundred and Eleventh Congress,House,12/2/2010,,,,
"Expressing support for designation of May as hild Advocacy Center Monthand commending the National Child Advocacy Center in Huntsville, Alabama, on their 25th anniversary in 2010",One-Hundred and Eleventh Congress,House,12/2/2010,,,,
"To designate the facility of the United States Postal Service located at 111 North 6th Street in St. Louis, Missouri as the arl Wilson, Jr. Post Office,One-Hundred and Eleventh Congress,House,12/7/2010
Recognizing the centennial of the City of Lilburn", Georgia, and supporting the goals and ideals of a City Lilburn Day",One-Hundred and Eleventh Congress,House,12/7/2010,,
Expressing support for designation of 2011 as orld Veterinary Yearto bring attention to and show appreciation for the veterinary profession on its 250th anniversary,One-Hundred and Eleventh Congress,House,12/8/2010,,,,
Recognizing and supporting the efforts of Welcome Back Veterans to augment the services provided by the Departments of Defense and VeteransAffairs in providing timely and world-class care for veterans and members of the Armed Forces suffering from PTSD and related psychiatric disorders,One-Hundred and Eleventh Congress,House,12/8/2010,,,,
Longfellow House-Washington Headquarters National Historic Site Designation Act,One-Hundred and Eleventh Congress,House,12/14/2010,,,,
"To direct the Administrator of General Services to convey a parcel of real property in Houston, Texas, to the Military Museum of Texas, and for other purposes",One-Hundred and Eleventh Congress,House,12/14/2010,,,,
arry T. and Harriette Moore Post OfficeOne-Hundred and Eleventh Congress,House,12/15/2010,,,,,
rivate Isaac T. Cortes Post OfficeOne-Hundred and Eleventh Congress,House,12/15/2010,,,,,
Congratulating Gerda Weissmann Klein on being selected to receive the Presidential Medal of Freedom,One-Hundred and Eleventh Congress,House,12/15/2010,,,,
"Honoring the accomplishments of Norman Yoshino Mineta, and for other purposes",One-Hundred and Eleventh Congress,House,12/17/2010,,,,
"An act to enact certain laws relating to public contracts as title 41, United States Code, ublic Contracts,One-Hundred and Eleventh Congress,House,12/17/2010
To require the use of competitive procedures to award contracts", grants, and cooperative agreements funded under this Act.",One-Hundred and Eleventh Congress,Senate,2/6/2009,,
"David S. Kris, of Maryland, to be an Assistant Attorney General",One-Hundred and Eleventh Congress,Senate,3/25/2009,,,,
"To protect middle-income taxpayers from tax increases by providing a point of order against legislation that increase taxes on them, including taxes that arise, directly or indirectly, from Federal revenues derived from climate change or similar legislation.",One-Hundred and Eleventh Congress,Senate,4/1/2009,,,,
"Lanny A. Breuer, of the District of Columbia, to be an Assistant Attorney General",One-Hundred and Eleventh Congress,Senate,4/20/2009,,,,
Of a perfecting nature.,One-Hundred and Eleventh Congress,Senate,5/5/2009,,,,
"A bill to improve the organization and procedures of the Department of Defense for the acquisition of major weapon systems, and for other purposes.",One-Hundred and Eleventh Congress,Senate,5/7/2009,,,,
"A bill to improve the organization and procedures of the Department of Defense for the acquisition of major weapon systems, and for other purposes.",One-Hundred and Eleventh Congress,Senate,5/20/2009,,,,
"To express the sense of the Senate on consultation with State and local governments in the transfer to the United States of detainees at Naval Station Guantanamo Bay, Cuba.",One-Hundred and Eleventh Congress,Senate,5/20/2009,,,,
To prohibit assault or battery of a United States serviceman on account of the military service of the United States serviceman or status as a serviceman.,One-Hundred and Eleventh Congress,Senate,7/20/2009,,,,
To support the participation of the Smithsonian Institution in activities under the Civil Rights History Project Act of 2009.,One-Hundred and Eleventh Congress,Senate,9/22/2009,,,,
"Jeffrey L. Viken, of South Dakota, to be United States District Judge for the District of South Dakota",One-Hundred and Eleventh Congress,Senate,9/29/2009,,,,
"Roberto A. Lange, of South Dakota, to be United States District Judge for the District of South Dakota",One-Hundred and Eleventh Congress,Senate,10/21/2009,,,,
"Irene Cornelia Berger, of West Virginia, to be United States District Judge for the Southern District of West Virginia",One-Hundred and Eleventh Congress,Senate,10/27/2009,,,,
"A bill to amend the Supplemental Appropriations Act, 2008 to provide for the temporary availability of certain additional emergency unemployment compensation, and for other purposes.",One-Hundred and Eleventh Congress,Senate,11/4/2009,,,,
"Ignacia S. Moreno, of New York, to be an Assistant Attorney General",One-Hundred and Eleventh Congress,Senate,11/5/2009,,,,
"Charlene Edwards Honeywell, of Florida, to be United States District Judge for the Middle District of Florida",One-Hundred and Eleventh Congress,Senate,11/9/2009,,,,
To require public disclosure of certain reports.,One-Hundred and Eleventh Congress,Senate,11/16/2009,,,,
"A bill making appropriations for military construction, the Department of Veterans Affairs, and related agencies for the fiscal year ending September 30, 2010, and for other purposes.",One-Hundred and Eleventh Congress,Senate,11/17/2009,,,,
"A bill to amend title 38, United States Code, to provide assistance to caregivers of veterans, to improve the provision of health care to veterans, and for other purposes.",One-Hundred and Eleventh Congress,Senate,11/19/2009,,,,
"Jacqueline H. Nguyen, of California, to be United States District Judge for the Central District of California",One-Hundred and Eleventh Congress,Senate,12/1/2009,,,,
To protect and improve guaranteed Medicare benefits.,One-Hundred and Eleventh Congress,Senate,12/3/2009,,,,
To promote fiscal responsibility by protecting the Social Security surplus and CLASS program savings in this Act.,One-Hundred and Eleventh Congress,Senate,12/4/2009,,,,
To protect home health benefits.,One-Hundred and Eleventh Congress,Senate,12/5/2009,,,,
To require the Secretary to provide information regarding enrollee satisfaction with qualified health plans offered through an Exchange through the Internet portal.,One-Hundred and Eleventh Congress,Senate,12/7/2009,,,,
"Beverly Baldwin Martin, of Georgia, to be United States Circuit Judge for the Eleventh Circuit",One-Hundred and Eleventh Congress,Senate,1/20/2010,,,,
"Rosanna Malouf Peterson, of Washington, to be United States District Judge for the Eastern District of Washington",One-Hundred and Eleventh Congress,Senate,1/25/2010,,,,
To protect Social Security.,One-Hundred and Eleventh Congress,Senate,1/26/2010,,,,
"To rescind $120 billion in Federal spending by consolidating duplicative government programs, cutting wasteful Washington spending, and returning billions of dollars of unspent money.",One-Hundred and Eleventh Congress,Senate,1/26/2010,,,,
"Martha N. Johnson, of Maryland, to be Administrator of General Services",One-Hundred and Eleventh Congress,Senate,2/4/2010,,,,
"Joseph A. Greenaway, Jr., of New Jersey, to be United States Circuit Judge for the Third Circuit",One-Hundred and Eleventh Congress,Senate,2/9/2010,,,,
"Barbara Milano Keenan, of Virginia, to be United States Circuit Judge for the Fourth Circuit",One-Hundred and Eleventh Congress,Senate,3/2/2010,,,,
"Barbara Milano Keenan, of Virginia, to be United States Circuit Judge for the Fourth Circuit",One-Hundred and Eleventh Congress,Senate,3/2/2010,,,,
"William M. Conley, of Wisconsin, to be United States District Judge for the Western District of Wisconsin",One-Hundred and Eleventh Congress,Senate,3/4/2010,,,,
To require the Senate to be transparent with taxpayers about spending.,One-Hundred and Eleventh Congress,Senate,3/9/2010,,,,
"O. Rogeriee Thompson, of Rhode Island, to be United States Circuit Judge for the First Circuit",One-Hundred and Eleventh Congress,Senate,3/17/2010,,,,
"An act to modernize the air traffic control system, improve the safety, reliability, and availability of transportation by air in the United States, provide for modernization of the air traffic control system, reauthorize the Federal Aviation Administration, and for other purposes.",One-Hundred and Eleventh Congress,Senate,3/22/2010,,,,
"Denny Chin, of New York, to be United States Circuit Judge for the Second Circuit",One-Hundred and Eleventh Congress,Senate,4/22/2010,,,,
"Gloria M. Navarro, of Nevada, to be United States District Judge for the District of Nevada",One-Hundred and Eleventh Congress,Senate,5/5/2010,,,,
To require the Corporation to amend the definition of the term "assessment base".,One-Hundred and Eleventh Congress,Senate,5/6/2010,,,,
"To require the non-partisan Government Accountability Office to conduct an independent audit of the Board of Governors of the Federal Reserve System that does not interfere with monetary policy, to let the American people know the names of the recipients of over $2,000,000,000,000 in taxpayer assistance from the Federal Reserve System, and for other purposes.",One-Hundred and Eleventh Congress,Senate,5/11/2010,,,,
To protect United States taxpayers from paying for the bailouts of foreign governments.,One-Hundred and Eleventh Congress,Senate,5/17/2010,,,,
"Audrey Goldstein Fleissig, of Missouri, to be United States District Judge for the Eastern District of Missouri",One-Hundred and Eleventh Congress,Senate,6/7/2010,,,,
"Lucy Haeran Koh, of California, to be United States District Judge for the Northern District of California",One-Hundred and Eleventh Congress,Senate,6/7/2010,,,,
"Tanya Walton Pratt, of Indiana, to be United States District Judge for the Southern District of Indiana",One-Hundred and Eleventh Congress,Senate,6/15/2010,,,,
"Brian Anthony Jackson, of Louisiana, to be United States District Judge for the Middle District of Louisiana",One-Hundred and Eleventh Congress,Senate,6/15/2010,,,,
"Mark A. Goldsmith, of Michigan, to be United States District Judge for the Eastern District of Michigan",One-Hundred and Eleventh Congress,Senate,6/21/2010,,,,
"Marc T. Treadwell, of Georgia, to be United States District Judge for the Middle District of Georgia",One-Hundred and Eleventh Congress,Senate,6/21/2010,,,,
A bill to amend the Iran Sanctions Act of 1996 to enhance United States diplomatic efforts with respect to Iran by expanding economic sanctions against Iran.,One-Hundred and Eleventh Congress,Senate,6/24/2010,,,,
"Gary Scott Feinerman, of Illinois, to be United States District Judge for the Northern District of Illinois",One-Hundred and Eleventh Congress,Senate,6/28/2010,,,,
"Gen. David H. Petraeus, in the Army, to be General",One-Hundred and Eleventh Congress,Senate,6/30/2010,,,,
"Sharon Johnson Coleman, of Illinois, to be United States District Judge for the Northern District of Illinois",One-Hundred and Eleventh Congress,Senate,7/12/2010,,,,
A resolution recognizing and honoring the 20th anniversary of the enactment of the Americans with Disabilities Act of 1990.,One-Hundred and Eleventh Congress,Senate,7/22/2010,,,,
In the nature of a substitute.,One-Hundred and Eleventh Congress,Senate,8/2/2010,,,,
"A resolution impeaching G. Thomas Porteous, Jr., judge of the United States District Court for the Eastern District of Louisiana, for high crimes and misdemeanors.",One-Hundred and Eleventh Congress,Senate,12/8/2010,,,,
"Ellen Lipton Hollander, of Maryland, to be United States District Judge for the District of Maryland",One-Hundred and Eleventh Congress,Senate,12/18/2010,,,,
"Raymond Joseph Lohier, Jr., of New York, to be United States Circuit Judge for the Second Circuit",One-Hundred and Eleventh Congress,Senate,12/19/2010,,,,
"Mary Helen Murguia, of Arizona, to be United States Circuit Judge for the Ninth Circuit",One-Hundred and Eleventh Congress,Senate,12/22/2010,,,,
"A resolution impeaching G. Thomas Porteous, Jr., judge of the United States District Court for the Eastern District of Louisiana, for high crimes and misdemeanors.",One-Hundred and Eleventh Congress,Senate,12/8/2010,,,,
Stop the OverPrinting (STOP) Act,One-Hundred and Twelfth Congress,House,1/18/2011,,,,
Providing Capitol-flown flags for recipients of the Medal of Honor,One-Hundred and Twelfth Congress,House,1/25/2011,,,,
"To designate the United States courthouse under construction at 98 West First Street, Yuma, Arizona, as the ohn M. Roll United States Courthouse,One-Hundred and Twelfth Congress,House,2/9/2011
Federal Courts Jurisdiction and Venue Clarification Act,One-Hundred and Twelfth Congress,House,2/28/2011
On agreeing to the Ammendment HR662,One-Hundred and Twelfth Congress,House,3/2/2011
To designate the facility of the United States Postal Service located at 12781 Sir Francis Drake Boulevard in Inverness", California, as the pecialist Jake Robert Velloza Post Office,One-Hundred and Twelfth Congress,House,3/14/2011,,
Providing for the acceptance of a statue of Gerald R. Ford from the people of Michigan for placement in the United States Capitol,One-Hundred and Twelfth Congress,House,3/14/2011,,,,
To reduce the amounts otherwise authorized to be appropriated to the Department of Defense for printing and reproduction,One-Hundred and Twelfth Congress,House,4/4/2011,,,,
"To designate the facility of the United States Postal Service located at 115 4th Avenue Southwest in Ardmore, Oklahoma, as the pecialist Michael E. Phillips Post Office,One-Hundred and Twelfth Congress,House,5/2/2011
On agreeing to the Ammendment HR754,One-Hundred and Twelfth Congress,House,5/13/2011
Honoring American Veterans Act of 2011,One-Hundred and Twelfth Congress,House,5/23/2011
Restoring GI Bill Fairness Act of 2011,One-Hundred and Twelfth Congress,House,5/23/2011
On agreeing to the Ammendment HR1540,One-Hundred and Twelfth Congress,House,5/26/2011
To designate the facility of the United States Postal Service located at 5014 Gary Avenue in Lubbock", Texas, as the ergeant Chris Davis Post Office,One-Hundred and Twelfth Congress,House,6/21/2011,,
"To designate the facility of the United States Postal Service located at 1081 Elbel Road in Schertz, Texas, as the chertz Veterans Post Office,One-Hundred and Twelfth Congress,House,6/21/2011
To designate the facility of the United States Postal Service located at 4865 Tallmadge Road in Rootstown", Ohio, as the arine Sgt. Jeremy E. Murray Post Office,One-Hundred and Twelfth Congress,House,6/21/2011,,
Restoring GI Bill Fairness Act of 2011,One-Hundred and Twelfth Congress,House,7/26/2011,,,,
"To designate the facility of the United States Postal Service located at 801 West Eastport Street in Iuka, Mississippi, as the ergeant Jason W. Vaughn Post Office",One-Hundred and Twelfth Congress,House,7/29/2011,,,,
"To designate the facility of the United States Postal Service located at 281 East Colorado Boulevard in Pasadena, California, as the irst Lieutenant Oliver Goodall Post Office Building,One-Hundred and Twelfth Congress,House,7/30/2011
To amend the Immigration and Nationality Act to toll", during active-duty service abroad in the Armed Forces, the periods of time to file a petition and appear for an interview to remove the conditional basis for permanent resident status, and for other purposes",One-Hundred and Twelfth Congress,House,8/1/2011,
Authorizing the use of the Capitol Grounds for the District of Columbia Special Olympics Law Enforcement Torch Run,One-Hundred and Twelfth Congress,House,9/7/2011,,,,
On agreeing to the Ammendment HR1892,One-Hundred and Twelfth Congress,House,9/9/2011,,,,
Appeal Time Clarification Act,One-Hundred and Twelfth Congress,House,9/12/2011,,,,
"To protect the safety of judges by extending the authority of the Judicial Conference to redact sensitve information contained in their financial disclosure reports, and for other purposes",One-Hundred and Twelfth Congress,House,9/12/2011,,,,
United States Parole Commission Extension Act of 2011,One-Hundred and Twelfth Congress,House,9/20/2011,,,,
"Authorizing the use of Emancipation Hall in the Capitol Visitor Center for an event to award the Congressional Gold Medal, collectively, to the 100th Infantry Battalion, 442nd Regimental Combat Team, and the Military Intelligence Service, United States Army, in recognition of their dedicated service during World War II",One-Hundred and Twelfth Congress,House,9/21/2011,,,,
"To require the conveyance of certain public land within the boundaries of Camp Williams, Utah, to support the training and readiness of the Utah National Guard",One-Hundred and Twelfth Congress,House,10/3/2011,,,,
"To amend the National Forest Ski Area Permit Act of 1986 to clarify the authority of the Secretary of Agriculture regarding additional recreational uses of National Forest System land that is subject to ski area permits, and for other purposes",One-Hundred and Twelfth Congress,House,10/3/2011,,,,
"To convey certain submerged lands to the Commonwealth of the Northern Mariana Islands in order to give that territory the same benefits in its submerged lands as Guam, the Virgin Islands, and American Samoa have in their submerged lands",One-Hundred and Twelfth Congress,House,10/3/2011,,,,
"To require the Secretary of the Interior to convey the McKinney Lake National Fish Hatchery to the State of North Carolina, and for other purposes",One-Hundred and Twelfth Congress,House,10/24/2011,,,,
To grant the congressional gold medal to the Montford Point Marines,One-Hundred and Twelfth Congress,House,10/25/2011,,,,
Kate Puzey Peace Corps Volunteer Protection Act of 2011,One-Hundred and Twelfth Congress,House,11/1/2011,,,,
Civilian Service Recognition Act,One-Hundred and Twelfth Congress,House,11/2/2011,,,,
"To designate the facility of the United States Postal Service located at 462 Washington Street, Woburn, Massachusetts, as the fficer John Maguire Post Office,One-Hundred and Twelfth Congress,House,11/14/2011
To designate the facility of the United States Postal Service located at 500 East Whitestone Boulevard in Cedar Park", Texas, as the rmy Specialist Matthew Troy Morris Post Office Building,One-Hundred and Twelfth Congress,House,11/14/2011,,
"To designate the facility of the United States Postal Service located at 45 Bay Street, Suite 2, in Staten Island, New York, as the ergeant Angel Mendez Post Office,One-Hundred and Twelfth Congress,House,11/14/2011
To amend the Internal Revenue Code of 1986 to repeal the imposition of 3 percent withholding on certain payments made to vendors by government entities,One-Hundred and Twelfth Congress,House,11/16/2011
Risk-Based Security Screening for Members of the Armed Forces Act,One-Hundred and Twelfth Congress,House,11/29/2011
Designating room HVC 215 of the Capitol Visitor Center as the abriel Zimmerman Meeting RoomOne-Hundred and Twelfth Congress,House,12/1/2011
To designate the facility of the United States Postal Service located at 170 Evergreen Square SW in Pine City", Minnesota, as the aster Sergeant Daniel L. Fedder Post Office,One-Hundred and Twelfth Congress,House,12/12/2011,,
"To designate the facility of the United States Postal Service located at 15455 Manchester Road in Ballwin, Missouri, as the pecialist Peter J. Navarro Post Office Building,One-Hundred and Twelfth Congress,House,12/13/2011
To designate the facility of the United States Postal Service located at 8 West Silver Street in Westfield", Massachusetts, as the illiam T. Trant Post Office Building,One-Hundred and Twelfth Congress,House,12/13/2011,,
"To award Congressional Gold Medals in honor of the men and women who perished as a result of the terrorist attacks on the United States on September 11, 2001.",One-Hundred and Twelfth Congress,House,12/14/2011,,,,
"To ensure public access to the summit of Rattlesnake Mountain in the Hanford Reach National Monument for educational, recreational, historical, scientific, cultural, and other purposes",One-Hundred and Twelfth Congress,House,12/15/2011,,,,
"To provide for the exchange of certain land located in the Arapaho-Roosevelt National Forests in the State of Colorado, and for other purposes",One-Hundred and Twelfth Congress,House,12/16/2011,,,,
Ultralight Aircraft Smuggling Prevention Act,One-Hundred and Twelfth Congress,House,1/25/2012,,,,
"To designate the facility of the United States Postal Service located at 1100 Town and Country Commons in Chesterfield, Missouri, as the ance Corporal Matthew P. Pathenos Post Office Building,One-Hundred and Twelfth Congress,House,2/15/2012
To designate the facility of the United States Postal Service located at 112 South 5th Street in Saint Charles", Missoui, as the ance Corporal Drew W. Weaver Post Office Building,One-Hundred and Twelfth Congress,House,2/15/2012,,
"Directing the Office of the Historian to compile oral histories from current and former Members of the House of Representatives involved in the historic and annual Selma to Montgomery, Alabama, marches, as well as the civil rights movement in general, for the purposes of expanding or augmenting the historic record",One-Hundred and Twelfth Congress,House,3/1/2012,,,,
To allow otherwise eligible Israeli nationals to receive E-2 nonimmigrant visas if similarly situated United States nationals are eligible for similar nonimmigrant status in Israel,One-Hundred and Twelfth Congress,House,3/19/2012,,,,
Excess Federal Building and Property Disposal Act,One-Hundred and Twelfth Congress,House,3/20/2012,,,,
Raoul Wallenberg Centennial Celebration Act,One-Hundred and Twelfth Congress,House,4/16/2012,,,,
On agreeing to the Ammendment HR3523,One-Hundred and Twelfth Congress,House,4/26/2012,,,,
On agreeing to the Ammendment HR3523,One-Hundred and Twelfth Congress,House,4/26/2012,,,,
On agreeing to the Ammendment HR3523,One-Hundred and Twelfth Congress,House,4/26/2012,,,,
Authorizing the use of Emancipation Hall in the Capitol Visitor Center for an event to celebrate the birthday of King Kamehameha,One-Hundred and Twelfth Congress,House,5/7/2012,,,,
Authorizing the use of the Capitol Grounds for the National Peace OfficersMemorial Service,One-Hundred and Twelfth Congress,House,5/7/2012,,,,
Authorizing the use of the Capitol Grounds for the District of Columbia Special Olympics Law Enforcement Torch Run,One-Hundred and Twelfth Congress,House,5/7/2012,,,,
"To amend the Act titled n Act to authorize the leasing of restricted Indian lands for public, religious, educational, recreational, residential, business, and other purposes requiring the grant of long-term leases to provide for Indian tribes to enter into leases without approval from the Secretary of the Interior",One-Hundred and Twelfth Congress,House,5/15/2012,,,,
